outcome,group,relation,threshold,percent,n,n_missing,psus,weight_sum,missing_weight_percent,missing_bound_low,missing_bound_high,ci_low,ci_high
owned_land_acres,SC,<=,0.5,71.52725666296318,9375,21,2853,37176121.72,0.3489070182560443,71.27769304450008,71.62660006275613,69.66021997128054,73.20908746163933
owned_land_acres,SC,<,1.0,81.50074340245087,9375,21,2853,37176121.72,0.3489070182560443,81.21638158878886,81.5652886070449,79.92901875646531,82.79306873852197
owned_land_acres,SC,<=,1.0,81.79278688352647,9375,21,2853,37176121.72,0.3489070182560443,81.50740610966265,81.8563131279187,80.1968598985502,83.07920119605556
owned_land_acres,SC,<,2.0,89.83481978442373,9375,21,2853,37176121.72,0.3489070182560443,89.52137979335821,89.87028681161425,88.78490510654682,90.73274959335576
owned_land_acres,SC,<=,2.0,90.08913154591426,9375,21,2853,37176121.72,0.3489070182560443,89.77480424326465,90.1237112615207,89.06624635677842,90.96795988424716
owned_land_acres,SC,<,5.0,97.98673612154292,9375,21,2853,37176121.72,0.3489070182560443,97.64485352225482,97.99376054051086,97.54320749197825,98.39747502858482
owned_land_acres,SC,<=,5.0,98.02215154249285,9375,21,2853,37176121.72,0.3489070182560443,97.68014537631551,98.02905239457155,97.58799072449531,98.43078990233882
owned_land_acres,OBC,<,0.0,0.0,23510,20,4143,76386199.3,0.2807486592096532,0.0,0.2807486592096532,0.0,0.0
owned_land_acres,OBC,<=,0.0,7.39055689605439,23510,20,4143,76386199.3,0.2807486592096532,7.369808006660591,7.650556665870244,6.4622449345712765,8.338814262110741
owned_land_acres,OBC,<,0.1,38.866668249064205,23510,20,4143,76386199.3,0.2807486592096532,38.757550599075486,39.03829925828514,37.449931763487946,40.26435705241096
owned_land_acres,OBC,<=,0.1,39.84155726936397,23510,20,4143,76386199.3,0.2807486592096532,39.72970263152198,40.01045129073163,38.40858401288751,41.23918555367121
owned_land_acres,OBC,<,0.5,51.610135471159644,23510,20,4143,76386199.3,0.2807486592096532,51.46524070780808,51.745989367017735,50.237067675937546,52.97401733819999
owned_land_acres,OBC,<=,0.5,52.19090795894593,23510,20,4143,76386199.3,0.2807486592096532,52.044382684621844,52.3251313438315,50.796721871845435,53.58519625037079
owned_land_acres,OBC,<,1.0,64.43026300694608,23510,20,4143,76386199.3,0.2807486592096532,64.24937590742883,64.53012456663848,63.129180934486556,65.62017623785717
owned_land_acres,OBC,<=,1.0,64.83797706112601,23510,20,4143,76386199.3,0.2807486592096532,64.65594530986824,64.9366939690779,63.521884772869974,65.99000935817948
owned_land_acres,OBC,<,2.0,77.13698791137526,23510,20,4143,76386199.3,0.2807486592096532,76.92042685205936,77.20117551126901,75.99509352869448,78.08227965927428
owned_land_acres,OBC,<=,2.0,77.63641565289923,23510,20,4143,76386199.3,0.2807486592096532,77.4184524568953,77.69920111610494,76.50488335770774,78.55495149319056
owned_land_acres,OBC,<,5.0,93.8325882120437,23510,20,4143,76386199.3,0.2807486592096532,93.56915447873666,93.84990313794631,93.29047037724551,94.29786466440603
owned_land_acres,OBC,<=,5.0,93.97330962636336,23510,20,4143,76386199.3,0.2807486592096532,93.7094808195724,93.99022947878207,93.4379570144953,94.42691402224422
owned_land_acres,Others,<,0.0,0.0,14021,9,2937,37349659.629999995,0.12890240718593637,0.0,0.12890240718593637,0.0,0.0
owned_land_acres,Others,<=,0.0,6.252655588122693,14021,9,2937,37349659.629999995,0.12890240718593637,6.244595764556556,6.373498171742493,5.034677265174385,7.530628065164857
owned_land_acres,Others,<,0.1,30.331821500457412,14021,9,2937,37349659.629999995,0.12890240718593637,30.292723052399978,30.421625459585915,28.34669431522584,32.35713068723845
owned_land_acres,Others,<=,0.1,31.329669817395338,14021,9,2937,37349659.629999995,0.12890240718593637,31.28928511883731,31.418187526023246,29.28162985449873,33.32401714746326
owned_land_acres,Others,<,0.5,45.332932047391736,14021,9,2937,37349659.629999995,0.12890240718593637,45.27449680673468,45.403399213920615,43.40202506573953,47.2307577168856
owned_land_acres,Others,<=,0.5,45.755723959190476,14021,9,2937,37349659.629999995,0.12890240718593637,45.696743729581726,45.82564613676766,43.882849296846395,47.639264624574494
owned_land_acres,Others,<,1.0,58.32759981165056,14021,9,2937,37349659.629999995,0.12890240718593637,58.25241413143956,58.38131653862549,56.46734898394771,60.158492270447965
owned_land_acres,Others,<=,1.0,58.9353918297006,14021,9,2937,37349659.629999995,0.12890240718593637,58.85942269094765,58.988325098133586,57.09744957045978,60.67284643350108
owned_land_acres,Others,<,2.0,72.32269497926882,14021,9,2937,37349659.629999995,0.12890240718593637,72.2294692844988,72.35837169168474,70.70976542450198,73.80116453211829
owned_land_acres,Others,<=,2.0,72.81378684414,14021,9,2937,37349659.629999995,0.12890240718593637,72.71992812013465,72.84883052732059,71.26000020090092,74.30960429582544
owned_land_acres,Others,<,5.0,90.91950830717653,14021,9,2937,37349659.629999995,0.12890240718593637,90.80231087236695,90.93121327955289,90.18300777695531,91.62484586414861
owned_land_acres,Others,<=,5.0,91.11780194822623,14021,9,2937,37349659.629999995,0.12890240718593637,91.00034890814005,91.12925131532599,90.38724237240778,91.81093143658394
consumption_pc_monthly,ST,<,500.0,0.3044448589964226,11079,0,1894,21137893.48,0.0,0.30444485899642254,0.30444485899642254,0.1382464087629291,0.5352926912845334
consumption_pc_monthly,ST,<=,500.0,0.390517768850068,11079,0,1894,21137893.48,0.0,0.390517768850068,0.390517768850068,0.20448875202247324,0.6595899686245303
consumption_pc_monthly,ST,<,1000.0,16.659964169712527,11079,0,1894,21137893.48,0.0,16.659964169712527,16.659964169712527,14.560640755913258,19.04494770481694
consumption_pc_monthly,ST,<=,1000.0,19.33714867977469,11079,0,1894,21137893.48,0.0,19.33714867977469,19.33714867977469,16.95268906219645,21.834421804150665
consumption_pc_monthly,ST,<,1500.0,54.68989599620217,11079,0,1894,21137893.48,0.0,54.68989599620217,54.68989599620217,51.40504211743952,57.78867111105116
consumption_pc_monthly,ST,<=,1500.0,57.13651964150214,11079,0,1894,21137893.48,0.0,57.13651964150214,57.13651964150214,53.900565072054285,60.269844575125845
consumption_pc_monthly,ST,<,2000.0,78.02040243794434,11079,0,1894,21137893.48,0.0,78.02040243794434,78.02040243794434,75.29077142822335,80.49363719759192
consumption_pc_monthly,ST,<=,2000.0,80.0062273281926,11079,0,1894,21137893.48,0.0,80.0062273281926,80.0062273281926,77.3915392646306,82.45593053652838
consumption_pc_monthly,ST,<,3000.0,94.59608200277484,11079,0,1894,21137893.48,0.0,94.59608200277485,94.59608200277485,92.59275351374875,96.18700219886694
consumption_pc_monthly,ST,<=,3000.0,95.25334948371592,11079,0,1894,21137893.48,0.0,95.25334948371591,95.25334948371591,93.28643315631388,96.72061901203529
consumption_pc_monthly,ST,<,5000.0,99.43091136250727,11079,0,1894,21137893.48,0.0,99.43091136250726,99.43091136250726,99.04834451628005,99.72764798570901
consumption_pc_monthly,ST,<=,5000.0,99.4648409970131,11079,0,1894,21137893.48,0.0,99.4648409970131,99.4648409970131,99.08455582521476,99.75885172612408
consumption_pc_monthly,SC,<,500.0,0.12349039525683989,9396,0,2857,37306285.97,0.0,0.12349039525683989,0.12349039525683989,0.03458001985939526,0.24905096634708754
consumption_pc_monthly,SC,<=,500.0,0.15872912154165855,9396,0,2857,37306285.97,0.0,0.15872912154165852,0.15872912154165852,0.0605237052566061,0.2910555738292907
consumption_pc_monthly,SC,<,1000.0,8.882735747709704,9396,0,2857,37306285.97,0.0,8.882735747709704,8.882735747709704,7.700206129955772,10.180918133311147
consumption_pc_monthly,SC,<=,1000.0,11.197310993003146,9396,0,2857,37306285.97,0.0,11.197310993003146,11.197310993003146,9.877921028412583,12.644721464407514
consumption_pc_monthly,SC,<,1500.0,40.92035190068533,9396,0,2857,37306285.97,0.0,40.92035190068533,40.92035190068533,38.720111976158925,43.40805860716139
consumption_pc_monthly,SC,<=,1500.0,44.03265970568552,9396,0,2857,37306285.97,0.0,44.03265970568552,44.03265970568552,41.81696451070393,46.5002141927095
consumption_pc_monthly,SC,<,2000.0,67.79264893947845,9396,0,2857,37306285.97,0.0,67.79264893947844,67.79264893947844,65.73983160174136,70.00207676320437
consumption_pc_monthly,SC,<=,2000.0,71.33081304689308,9396,0,2857,37306285.97,0.0,71.33081304689307,71.33081304689307,69.39831945653455,73.40307861803282
consumption_pc_monthly,SC,<,3000.0,93.00266699799813,9396,0,2857,37306285.97,0.0,93.00266699799813,93.00266699799813,91.84360438006112,94.14220724916919
consumption_pc_monthly,SC,<=,3000.0,94.11024315911017,9396,0,2857,37306285.97,0.0,94.11024315911017,94.11024315911017,93.07915048282922,95.13334841168958
consumption_pc_monthly,SC,<,5000.0,99.0838219053088,9396,0,2857,37306285.97,0.0,99.08382190530881,99.08382190530881,98.55732086651055,99.50781864356894
consumption_pc_monthly,SC,<=,5000.0,99.2416582550525,9396,0,2857,37306285.97,0.0,99.24165825505251,99.24165825505251,98.71798544700577,99.64416192183906
consumption_pc_monthly,OBC,<,500.0,0.21002853970163932,23530,0,4144,76601256.3,0.0,0.21002853970163934,0.21002853970163934,0.10253757378145976,0.34731537868958334
consumption_pc_monthly,OBC,<=,500.0,0.29129454369014046,23530,0,4144,76601256.3,0.0,0.29129454369014046,0.29129454369014046,0.17503423312474772,0.44322113668099566
consumption_pc_monthly,OBC,<,1000.0,7.36003695281431,23530,0,4144,76601256.3,0.0,7.360036952814311,7.360036952814311,6.558816875910474,8.191557080867835
consumption_pc_monthly,OBC,<=,1000.0,9.760020724359844,23530,0,4144,76601256.3,0.0,9.760020724359844,9.760020724359844,8.863444586948143,10.703359249068217
consumption_pc_monthly,OBC,<,1500.0,35.656140824938404,23530,0,4144,76601256.3,0.0,35.656140824938404,35.656140824938404,34.06276622067271,37.232072001567
consumption_pc_monthly,OBC,<=,1500.0,39.01909842436879,23530,0,4144,76601256.3,0.0,39.01909842436879,39.01909842436879,37.43771087396058,40.626028775140846
consumption_pc_monthly,OBC,<,2000.0,63.17593378687185,23530,0,4144,76601256.3,0.0,63.17593378687185,63.17593378687185,61.72573819893928,64.67622478226649
consumption_pc_monthly,OBC,<=,2000.0,66.03955573767789,23530,0,4144,76601256.3,0.0,66.03955573767789,66.03955573767789,64.59943013491836,67.51877363924272
consumption_pc_monthly,OBC,<,3000.0,89.7268509419995,23530,0,4144,76601256.3,0.0,89.7268509419995,89.7268509419995,88.790889968111,90.62340543015371
consumption_pc_monthly,OBC,<=,3000.0,90.63300406993456,23530,0,4144,76601256.3,0.0,90.63300406993454,90.63300406993454,89.70535401796225,91.4963538920832
consumption_pc_monthly,OBC,<,5000.0,98.40118256650577,23530,0,4144,76601256.3,0.0,98.40118256650577,98.40118256650577,97.88143180855951,98.80631673359646
consumption_pc_monthly,OBC,<=,5000.0,98.74981511236652,23530,0,4144,76601256.3,0.0,98.7498151123665,98.7498151123665,98.29941339489791,99.10498440144492
consumption_pc_monthly,Others,<,500.0,0.043131471287961756,14030,0,2940,37397866.379999995,0.0,0.043131471287961756,0.043131471287961756,0.00944131646522323,0.0890469819301404
consumption_pc_monthly,Others,<=,500.0,0.07037366713004445,14030,0,2940,37397866.379999995,0.0,0.07037366713004445,0.07037366713004445,0.017582715725028952,0.14442892597798737
consumption_pc_monthly,Others,<,1000.0,3.63854920538384,14030,0,2940,37397866.379999995,0.0,3.63854920538384,3.63854920538384,3.0133308815986592,4.375763758878773
consumption_pc_monthly,Others,<=,1000.0,4.960582620275142,14030,0,2940,37397866.379999995,0.0,4.960582620275142,4.960582620275142,4.205484972421889,5.887384661403206
consumption_pc_monthly,Others,<,1500.0,23.020018689098276,14030,0,2940,37397866.379999995,0.0,23.020018689098276,23.020018689098276,21.284593569142537,24.906045014371212
consumption_pc_monthly,Others,<=,1500.0,25.00978038416105,14030,0,2940,37397866.379999995,0.0,25.009780384161054,25.009780384161054,23.28240618379784,26.90526770747321
consumption_pc_monthly,Others,<,2000.0,50.55548952415933,14030,0,2940,37397866.379999995,0.0,50.55548952415932,50.55548952415932,48.371917860703675,52.62109737019195
consumption_pc_monthly,Others,<=,2000.0,53.77677225125163,14030,0,2940,37397866.379999995,0.0,53.77677225125163,53.77677225125163,51.5528214046327,55.80438747216592
consumption_pc_monthly,Others,<,3000.0,80.4432002465484,14030,0,2940,37397866.379999995,0.0,80.4432002465484,80.4432002465484,78.50738627803716,82.17583964960936
consumption_pc_monthly,Others,<=,3000.0,82.20176704102124,14030,0,2940,37397866.379999995,0.0,82.20176704102124,82.20176704102124,80.33979280679567,83.8591590840477
consumption_pc_monthly,Others,<,5000.0,96.03876580832899,14030,0,2940,37397866.379999995,0.0,96.03876580832899,96.03876580832899,94.73619883481616,96.92845068954735
consumption_pc_monthly,Others,<=,5000.0,96.57269800641501,14030,0,2940,37397866.379999995,0.0,96.572698006415,96.572698006415,95.30041008226992,97.4417478399906
