outcome,relation,threshold,group_a,group_b,difference_pp,ci_low,ci_high
owned_land_acres,<,0.5,ST,OBC,-11.537322412985269,-14.767743119396656,-8.215439710005315
owned_land_acres,<,0.5,ST,Others,-5.260118989217361,-8.884173340108143,-1.317654551360228
owned_land_acres,<,0.5,SC,OBC,19.243289069435498,16.97300651730042,21.52404985645879
owned_land_acres,<,0.5,SC,Others,25.520492493203406,22.885751975355426,28.19787807180062
owned_land_acres,<,0.5,OBC,Others,6.277203423767908,3.877793760746184,8.688344922148053
owned_land_acres,<=,0.5,ST,SC,-30.084900473907524,-33.51389049846316,-26.520880755307008
owned_land_acres,<=,0.5,ST,OBC,-10.74855176989027,-14.048558223578432,-7.258408414573016
owned_land_acres,<=,0.5,ST,Others,-4.313367770134818,-7.824633658168001,-0.6273890470974828
owned_land_acres,<=,0.5,SC,OBC,19.336348704017254,17.088131945800058,21.646836621010603
owned_land_acres,<=,0.5,SC,Others,25.771532703772706,23.105204167827807,28.47447422619321
owned_land_acres,<=,0.5,OBC,Others,6.435183999755452,4.059739044879887,8.883640641482662
owned_land_acres,<,1.0,ST,SC,-27.011912072466657,-30.073950932871966,-23.806022015043684
owned_land_acres,<,1.0,ST,OBC,-9.94143167696187,-13.233072150520133,-6.649871592667219
owned_land_acres,<,1.0,ST,Others,-3.8387684816663494,-7.216046425952516,-0.20745263615988552
owned_land_acres,<,1.0,SC,OBC,17.070480395504788,15.16741544499399,19.031152540880385
owned_land_acres,<,1.0,SC,Others,23.173143590800308,20.803096935742165,25.462522197227113
owned_land_acres,<,1.0,OBC,Others,6.10266319529552,3.870269652400265,8.224056460719787
owned_land_acres,<=,1.0,ST,SC,-26.873667606538127,-29.920693795508626,-23.626644947732224
owned_land_acres,<=,1.0,ST,OBC,-9.918857784137664,-13.134250700813217,-6.658973375918476
owned_land_acres,<=,1.0,ST,Others,-4.016272552712252,-7.478280502019028,-0.445100239937359
owned_land_acres,<=,1.0,SC,OBC,16.954809822400463,15.01811282657776,18.891751415862675
owned_land_acres,<=,1.0,SC,Others,22.857395053825876,20.48947997052319,25.125107487947297
owned_land_acres,<=,1.0,OBC,Others,5.902585231425412,3.6508058838432422,8.064472486044023
owned_land_acres,<,2.0,ST,SC,-18.81641986665383,-21.644259912086415,-16.298406262878935
owned_land_acres,<,2.0,ST,OBC,-6.1185879936053595,-8.923760013477144,-3.160556934215509
owned_land_acres,<,2.0,ST,Others,-1.3042950614989195,-4.351914206544441,1.6312048040142606
owned_land_acres,<,2.0,SC,OBC,12.697831873048472,11.23739896837138,14.128001932922997
owned_land_acres,<,2.0,SC,Others,17.51212480515491,15.639290005579335,19.37688134349586
owned_land_acres,<,2.0,OBC,Others,4.81429293210644,2.812349617951717,6.590347194001708
owned_land_acres,<=,2.0,ST,SC,-18.225030342566768,-20.819465249761034,-15.732537559230304
owned_land_acres,<=,2.0,ST,OBC,-5.772314449551743,-8.475318639170913,-2.8970248297204493
owned_land_acres,<=,2.0,ST,Others,-0.9496856407925094,-3.889235017310268,1.8906135177538015
owned_land_acres,<=,2.0,SC,OBC,12.452715893015025,10.999924998139488,13.844079805770276
owned_land_acres,<=,2.0,SC,Others,17.27534470177426,15.453401159218778,19.12748146343401
owned_land_acres,<=,2.0,OBC,Others,4.822628808759234,2.8955109673162047,6.62014434347877
owned_land_acres,<,5.0,ST,SC,-3.3880698352320167,-4.386692211448969,-2.4439911046087053
owned_land_acres,<,5.0,ST,OBC,0.7660780742671989,-0.26219388041492947,1.7392837133917862
owned_land_acres,<,5.0,ST,Others,3.6791579791343736,2.526425982439897,4.724774925042781
owned_land_acres,<,5.0,SC,OBC,4.1541479094992155,3.5783404388849434,4.7970609803032564
owned_land_acres,<,5.0,SC,Others,7.06722781436639,6.205590103799802,7.92077414263511
owned_land_acres,<,5.0,OBC,Others,2.9130799048671747,2.0014761821215976,3.801829037481684
owned_land_acres,<=,5.0,ST,SC,-3.292569556376293,-4.305237171984256,-2.360989371877457
owned_land_acres,<=,5.0,ST,OBC,0.7562723597531971,-0.2937252944488172,1.7379820806956856
owned_land_acres,<=,5.0,ST,Others,3.611780037890327,2.456916643082888,4.665956426973316
owned_land_acres,<=,5.0,SC,OBC,4.04884191612949,3.45345715221692,4.692334197227655
owned_land_acres,<=,5.0,SC,Others,6.90434959426662,6.061104223967184,7.7428785630014385
owned_land_acres,<=,5.0,OBC,Others,2.85550767813713,1.9779907351689985,3.7515813355771135
consumption_pc_monthly,<,500.0,ST,SC,0.1809544637395827,-0.02867539872721586,0.4286545177306633
consumption_pc_monthly,<,500.0,ST,OBC,0.09441631929478328,-0.12460509434937168,0.34777778893517
consumption_pc_monthly,<,500.0,ST,Others,0.26131338770846085,0.08993484678806526,0.4905029615682968
consumption_pc_monthly,<,500.0,SC,OBC,-0.08653814444479943,-0.24966071394443137,0.07480167234699836
consumption_pc_monthly,<,500.0,SC,Others,0.08035892396887813,-0.026998474241371393,0.21807606046559017
consumption_pc_monthly,<,500.0,OBC,Others,0.16689706841367757,0.04955408770862573,0.3072499374256954
consumption_pc_monthly,<=,500.0,ST,SC,0.23178864730840945,0.01380134429397097,0.5134363132868497
consumption_pc_monthly,<=,500.0,ST,OBC,0.09922322515992754,-0.13962273036457995,0.37716561828590944
consumption_pc_monthly,<=,500.0,ST,Others,0.32014410172002356,0.1242554951973782,0.5946324032636564
consumption_pc_monthly,<=,500.0,SC,OBC,-0.1325654221484819,-0.310549194527288,0.04974287631093107
consumption_pc_monthly,<=,500.0,SC,Others,0.0883554544116141,-0.038735472217282886,0.22334266213453424
consumption_pc_monthly,<=,500.0,OBC,Others,0.220920876560096,0.07331009502908248,0.37582447634995425
consumption_pc_monthly,<,1000.0,ST,SC,7.777228422002823,5.309641326714719,10.330878123830955
consumption_pc_monthly,<,1000.0,ST,OBC,9.299927216898217,7.080925314491475,11.827604356257929
consumption_pc_monthly,<,1000.0,ST,Others,13.021414964328688,10.745333853976984,15.422349365231309
consumption_pc_monthly,<,1000.0,SC,OBC,1.522698794895394,0.2326448758427847,2.922062215819482
consumption_pc_monthly,<,1000.0,SC,Others,5.244186542325864,3.815331003987397,6.614046633896388
consumption_pc_monthly,<,1000.0,OBC,Others,3.72148774743047,2.6565199815915914,4.7300098639027
consumption_pc_monthly,<=,1000.0,ST,SC,8.139837686771543,5.287749517100826,11.040657277231343
consumption_pc_monthly,<=,1000.0,ST,OBC,9.577127955414845,7.049592335040917,12.28074606640638
consumption_pc_monthly,<=,1000.0,ST,Others,14.376566059499547,11.786897041815383,17.05782882300603
consumption_pc_monthly,<=,1000.0,SC,OBC,1.4372902686433022,-0.12630881497832383,3.11085912549833
consumption_pc_monthly,<=,1000.0,SC,Others,6.236728372728004,4.5912950130312415,7.87748430030427
consumption_pc_monthly,<=,1000.0,OBC,Others,4.799438104084702,3.4662195702355145,5.937184663603274
consumption_pc_monthly,<,1500.0,ST,SC,13.769544095516835,10.033191761386103,17.456234906450078
consumption_pc_monthly,<,1500.0,ST,OBC,19.033755171263763,15.595286897235551,22.65612226102708
consumption_pc_monthly,<,1500.0,ST,Others,31.669877307103892,28.099718097388866,35.22417489875276
consumption_pc_monthly,<,1500.0,SC,OBC,5.264211075746928,2.7823986409295762,8.092330244712931
consumption_pc_monthly,<,1500.0,SC,Others,17.900333211587057,15.141480203051737,20.556990436214765
consumption_pc_monthly,<,1500.0,OBC,Others,12.636122135840129,10.311517956401817,14.888533393304659
consumption_pc_monthly,<=,1500.0,ST,SC,13.103859935816622,9.092771197500701,16.730975079408026
consumption_pc_monthly,<=,1500.0,ST,OBC,18.117421217133348,14.682449502539045,21.578087093632355
consumption_pc_monthly,<=,1500.0,ST,Others,32.126739257341086,28.54006582758393,35.50775864205617
consumption_pc_monthly,<=,1500.0,SC,OBC,5.013561281316726,2.3544225594425705,7.827161557389825
consumption_pc_monthly,<=,1500.0,SC,Others,19.022879321524467,16.401842633374017,21.643162095497896
consumption_pc_monthly,<=,1500.0,OBC,Others,14.009318040207742,11.466229924821072,16.3210042237794
consumption_pc_monthly,<,2000.0,ST,SC,10.227753498465887,6.8237395953527,13.49751752044151
consumption_pc_monthly,<,2000.0,ST,OBC,14.84446865107249,11.845885409728597,17.760488830751736
consumption_pc_monthly,<,2000.0,ST,Others,27.464912913785014,24.219584015348932,30.462913714609005
consumption_pc_monthly,<,2000.0,SC,OBC,4.616715152606602,2.039490608657649,7.090160954253931
consumption_pc_monthly,<,2000.0,SC,Others,17.237159415319127,14.351390421235966,20.183362335385862
consumption_pc_monthly,<,2000.0,OBC,Others,12.620444262712525,10.181759300146366,15.19314179877541
consumption_pc_monthly,<=,2000.0,ST,SC,8.67541428129951,5.248014581168083,12.10943580614835
consumption_pc_monthly,<=,2000.0,ST,OBC,13.966671590514707,10.9622359268243,16.861578326290612
consumption_pc_monthly,<=,2000.0,ST,Others,26.229455076940965,23.01800810373769,29.266883605539473
consumption_pc_monthly,<=,2000.0,SC,OBC,5.291257309215197,2.8649080912863694,7.721405152951241
consumption_pc_monthly,<=,2000.0,SC,Others,17.554040795641455,14.58267068925763,20.48315343180342
consumption_pc_monthly,<=,2000.0,OBC,Others,12.262783486426258,9.821429569317864,14.950887525678704
consumption_pc_monthly,<,3000.0,ST,SC,1.593415004776702,-0.7281575468746616,3.600927022012496
consumption_pc_monthly,<,3000.0,ST,OBC,4.869231060775334,2.697679365838971,6.694149662846535
consumption_pc_monthly,<,3000.0,ST,Others,14.152881756226435,12.257044377788494,16.364109437145718
consumption_pc_monthly,<,3000.0,SC,OBC,3.2758160559986322,2.00881052520022,4.696879468711967
consumption_pc_monthly,<,3000.0,SC,Others,12.559466751449733,10.429699786924994,14.849611873573616
consumption_pc_monthly,<,3000.0,OBC,Others,9.2836506954511,7.3926139713131755,11.457330930793251
consumption_pc_monthly,<=,3000.0,ST,SC,1.1431063246057533,-1.050633709570672,3.047538978888737
consumption_pc_monthly,<=,3000.0,ST,OBC,4.620345413781365,2.4657856749604754,6.406710977908157
consumption_pc_monthly,<=,3000.0,ST,Others,13.05158244269468,11.121713952401972,15.126009090363377
consumption_pc_monthly,<=,3000.0,SC,OBC,3.4772390891756118,2.304648959671387,4.791735375311655
consumption_pc_monthly,<=,3000.0,SC,Others,11.908476118088927,10.01410376560629,14.049732993399017
consumption_pc_monthly,<=,3000.0,OBC,Others,8.431237028913316,6.682236012656246,10.586800808720167
consumption_pc_monthly,<,5000.0,ST,SC,0.3470894571984786,-0.24197093347743814,0.9507688006884073
consumption_pc_monthly,<,5000.0,ST,OBC,1.029728796001507,0.46514002747632405,1.6369694977953237
consumption_pc_monthly,<,5000.0,ST,Others,3.392145554178285,2.3882612568635913,4.800522204366818
consumption_pc_monthly,<,5000.0,SC,OBC,0.6826393388030283,0.15252737303987873,1.2742062684450808
consumption_pc_monthly,<,5000.0,SC,Others,3.045056096979806,2.08896075131983,4.406891643906837
consumption_pc_monthly,<,5000.0,OBC,Others,2.362416758176778,1.4024365295834265,3.6499676518061923
consumption_pc_monthly,<=,5000.0,ST,SC,0.22318274196059917,-0.3319037706320038,0.844513059686325
consumption_pc_monthly,<=,5000.0,ST,OBC,0.7150258846465789,0.20198589653138868,1.2895318226059906
consumption_pc_monthly,<=,5000.0,ST,Others,2.8921429905980887,1.9280675745712963,4.215998586273532
consumption_pc_monthly,<=,5000.0,SC,OBC,0.49184314268597973,0.04613387051949191,0.9766937178078151
consumption_pc_monthly,<=,5000.0,SC,Others,2.6689602486374895,1.7764872536992022,4.014015041735674
consumption_pc_monthly,<=,5000.0,OBC,Others,2.1771171059515098,1.2516084188304006,3.469115055260455
